"country","state","municipality","municipality - state","geocode","feature_id","class","class_level_0","class_level_1","class_level_2","2013","2023","urbanization_growt","total_eventos","total_afetados","populacao_total","percentual_afetados","municipality (Right)","state (Right)"
"Brasil","Pernambuco","São João","São João - PE",2613206,1616,24,"Antropic","4. Non vegetated area","4.2. Urban Area",208.608852642821,324.181066119383,55.40139452971544,1,460,21305,"2.1591175780333254","São João","PE"
"Brasil","Pernambuco","Serra Talhada","Serra Talhada - PE",2613909,1623,24,"Antropic","4. Non vegetated area","4.2. Urban Area",992.152966870114,1384.27306776129,39.5221416439618,1,0,79241,"0.0","Serra Talhada","PE"
"Brasil","Pernambuco","Tamandaré","Tamandaré - PE",2614857,1633,24,"Antropic","4. Non vegetated area","4.2. Urban Area",600.229842987062,745.184505963137,24.149859369654738,1,4,20745,"0.01928175463967221","Tamandaré","PE"
"Brasil","Pernambuco","Triunfo","Triunfo - PE",2615706,1641,24,"Antropic","4. Non vegetated area","4.2. Urban Area",119.058528051757,163.88170090332,37.64801529553391,1,27498,25811,"106.53597303475262","Triunfo","RS"
"Brasil","Alagoas","Batalha","Batalha - AL",2700706,1657,24,"Antropic","4. Non vegetated area","4.2. Urban Area",170.674755340575,237.673089691163,39.254976060692385,2,4,25786,"0.01551229349259288","Batalha","PI"
"Brasil","Alagoas","Belém","Belém - AL",2700805,1658,24,"Antropic","4. Non vegetated area","4.2. Urban Area",13.4039987365723,32.6281579467773,143.42107596408985,3,0,1392031,"0.0","Belém","PA"
"Brasil","Alagoas","Maravilha","Maravilha - AL",2704609,1700,24,"Antropic","4. Non vegetated area","4.2. Urban Area",69.7308639648436,135.224735284423,93.92379155462581,1,0,22104,"0.0","Maravilha","SC"
"Brasil","Sergipe","Aracaju","Aracaju - SE",2800308,1755,24,"Antropic","4. Non vegetated area","4.2. Urban Area",8019.5437798952,8613.95615491962,7.412047260276801,2,48,570937,"0.00840723232160466","Aracaju","SE"
"Brasil","Sergipe","Estância","Estância - SE",2802106,1771,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1400.50712591553,1672.95566178588,19.453562986496543,2,48,64464,"0.07446016381236038","Estância","SE"
"Brasil","Sergipe","Pinhão","Pinhão - SE",2805208,1803,24,"Antropic","4. Non vegetated area","4.2. Urban Area",51.6092037170411,62.7750548645022,21.63538737912013,1,420,30233,"1.389210465385506","Pinhão","PR"
"Brasil","Sergipe","São Cristóvão","São Cristóvão - SE",2806701,1818,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1098.77154409789,1377.825899292,25.396940491685044,1,0,78876,"0.0","São Cristóvão","SE"
"Brasil","Sergipe","São Domingos","São Domingos - SE",2806800,1819,24,"Antropic","4. Non vegetated area","4.2. Urban Area",57.4585881225585,143.118448016358,149.08103852306294,2,345,9496,"3.6331086773378263","São Domingos","SC"
"Brasil","Sergipe","São Francisco","São Francisco - SE",2806909,1820,24,"Antropic","4. Non vegetated area","4.2. Urban Area",39.3269204101563,56.7469887207033,44.295531226106924,1,4741,53898,"8.796244758618132","São Francisco","MG"
"Brasil","Sergipe","Tobias Barreto","Tobias Barreto - SE",2807402,1825,24,"Antropic","4. Non vegetated area","4.2. Urban Area",367.411372467042,527.304834234619,43.51892013955555,1,0,48039,"0.0","Tobias Barreto","SE"
"Brasil","Bahia","Anagé","Anagé - BA",2901205,1841,24,"Antropic","4. Non vegetated area","4.2. Urban Area",204.854999688721,310.224205706788,51.43599432680502,2,12000,25500,"47.05882352941176","Anagé","BA"
"Brasil","Bahia","Angical","Angical - BA",2901403,1844,24,"Antropic","4. Non vegetated area","4.2. Urban Area",179.436154748535,228.253907403564,27.20619638970924,2,2072,14073,"14.723228877993321","Angical","BA"
"Brasil","Bahia","Baixa Grande","Baixa Grande - BA",2902609,1859,24,"Antropic","4. Non vegetated area","4.2. Urban Area",111.1346800354,208.79287253418,87.87373344456716,1,9110,20069,"45.39339279485774","Baixa Grande","BA"
"Brasil","Bahia","Barra","Barra - BA",2902708,1861,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1161.94874867554,1224.688500708,5.399528344427811,1,51092,49342,"103.54667423290502","Barra","BA"
"Brasil","Bahia","Bonito","Bonito - BA",2904050,1878,24,"Antropic","4. Non vegetated area","4.2. Urban Area",180.107958843994,324.069545947266,79.93071934592781,1,6553,13630,"48.07776962582538","Bonito","PA"
"Brasil","Bahia","Caetité","Caetité - BA",2905206,1893,24,"Antropic","4. Non vegetated area","4.2. Urban Area",642.931267071539,1033.84448908082,60.80171272270448,1,536,47524,"1.1278511909771904","Caetité","BA"
"Brasil","Bahia","Cansanção","Cansanção - BA",2906808,1909,24,"Antropic","4. Non vegetated area","4.2. Urban Area",622.18064822998,888.480468377681,42.80104514746449,3,25525,32923,"77.52938675090363","Cansanção","BA"
"Brasil","Bahia","Canudos","Canudos - BA",2906824,1910,24,"Antropic","4. Non vegetated area","4.2. Urban Area",498.463514038087,559.598677410888,12.264721820367715,1,4000,15755,"25.38876547127896","Canudos","BA"
"Brasil","Bahia","Cícero Dantas","Cícero Dantas - BA",2907806,1924,24,"Antropic","4. Non vegetated area","4.2. Urban Area",314.921780194093,529.36049537964,68.09269116076503,3,35206,32304,"108.98340762753837","Cícero Dantas","BA"
"Brasil","Bahia","Conde","Conde - BA",2908606,1932,24,"Antropic","4. Non vegetated area","4.2. Urban Area",217.279984161378,321.463543005371,47.94899044479581,1,537,23594,"2.2760023734847845","Conde","BA"
"Brasil","Bahia","Cotegipe","Cotegipe - BA",2909406,1940,24,"Antropic","4. Non vegetated area","4.2. Urban Area",245.874172387695,286.557194189453,16.546277067934128,2,7012,13638,"51.41516351371169","Cotegipe","BA"
"Brasil","Bahia","Cravolândia","Cravolândia - BA",2909505,1941,24,"Antropic","4. Non vegetated area","4.2. Urban Area",130.124620404053,150.837488403321,15.917716366781324,1,800,5042,"15.866719555731853","Cravolândia","BA"
"Brasil","Bahia","Dário Meira","Dário Meira - BA",2910008,1946,24,"Antropic","4. Non vegetated area","4.2. Urban Area",48.6974782470701,68.107746972656,39.85887857910533,2,4251,12841,"33.1048983724009","Dário Meira","BA"
"Brasil","Bahia","Gandu","Gandu - BA",2911204,1963,24,"Antropic","4. Non vegetated area","4.2. Urban Area",167.548236120605,212.041958276366,26.55576876603667,1,421,30329,"1.3881103893962874","Gandu","BA"
"Brasil","Bahia","Ibicuí","Ibicuí - BA",2912301,1977,24,"Antropic","4. Non vegetated area","4.2. Urban Area",137.711269482422,190.47685119629,38.31609563413631,1,350,15786,"2.2171544406436086","Ibicuí","BA"
"Brasil","Bahia","Iguaí","Iguaí - BA",2913507,1990,24,"Antropic","4. Non vegetated area","4.2. Urban Area",144.765247045899,191.320382525635,32.159055042385496,1,851,25724,"3.3081946820090193","Iguaí","BA"
"Brasil","Bahia","Ilhéus","Ilhéus - BA",2913606,1991,24,"Antropic","4. Non vegetated area","4.2. Urban Area",2120.01730401616,2490.98848278809,17.498497680616218,2,18841,184231,"10.22683478893346","Ilhéus","BA"
"Brasil","Bahia","Itamari","Itamari - BA",2915700,2014,24,"Antropic","4. Non vegetated area","4.2. Urban Area",35.0168644714356,68.6431792297365,96.02891425567523,1,338,7904,"4.276315789473684","Itamari","BA"
"Brasil","Bahia","Itiúba","Itiúba - BA",2917003,2028,24,"Antropic","4. Non vegetated area","4.2. Urban Area",284.391775970459,423.774177001953,49.010700311521056,1,27093,36112,"75.02492246344706","Itiúba","BA"
"Brasil","Bahia","Itororó","Itororó - BA",2917102,2029,24,"Antropic","4. Non vegetated area","4.2. Urban Area",163.445729516602,196.963146948243,20.506756298112077,1,12054,19911,"60.539400331475065","Itororó","BA"
"Brasil","Bahia","Jacobina","Jacobina - BA",2917508,2035,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1291.41121741942,1862.51724794315,44.22340636508878,2,139,79285,"0.1753168947467995","Jacobina","BA"
"Brasil","Bahia","Jequié","Jequié - BA",2918001,2040,24,"Antropic","4. Non vegetated area","4.2. Urban Area",2844.12203338603,3277.99817225941,15.255187146693366,1,2600,151921,"1.711415801633744","Jequié","BA"
"Brasil","Bahia","Jeremoabo","Jeremoabo - BA",2918100,2041,24,"Antropic","4. Non vegetated area","4.2. Urban Area",410.281125250244,691.170523883061,68.46266653419491,1,5000,37661,"13.276333607710894","Jeremoabo","BA"
"Brasil","Bahia","Juazeiro","Juazeiro - BA",2918407,2045,24,"Antropic","4. Non vegetated area","4.2. Urban Area",4554.66784611216,5566.34283385017,22.21182799535141,1,3500,197984,"1.7678196217876192","Juazeiro","BA"
"Brasil","Bahia","Lagoa Real","Lagoa Real - BA",2918753,2051,24,"Antropic","4. Non vegetated area","4.2. Urban Area",72.3870811279295,119.861013275145,65.58343202610274,2,990,13934,"7.1049232094158175","Lagoa Real","BA"
"Brasil","Bahia","Lençóis","Lençóis - BA",2919306,2059,24,"Antropic","4. Non vegetated area","4.2. Urban Area",79.377137878418,133.000342437744,67.55497362661362,1,56,10368,"0.5401234567901234","Lençóis","BA"
"Brasil","Bahia","Luís Eduardo Magalhães","Luís Eduardo Magalhães - BA",2919553,2062,24,"Antropic","4. Non vegetated area","4.2. Urban Area",3677.18535588982,5159.6555251768,40.315350623064965,1,253,60179,"0.4204124362319081","Luís Eduardo Magalhães","BA"
"Brasil","Bahia","Maiquinique","Maiquinique - BA",2920007,2069,24,"Antropic","4. Non vegetated area","4.2. Urban Area",107.71949366455,128.573457556151,19.35950790535877,3,9000,8782,"102.48235026189934","Maiquinique","BA"
"Brasil","Bahia","Medeiros Neto","Medeiros Neto - BA",2921104,2082,24,"Antropic","4. Non vegetated area","4.2. Urban Area",351.222209924317,420.235593426513,19.6494929853859,2,1346,21541,"6.248549278120793","Medeiros Neto","BA"
"Brasil","Bahia","Milagres","Milagres - BA",2921302,2084,24,"Antropic","4. Non vegetated area","4.2. Urban Area",253.077714373779,284.297002203368,12.335850237480871,1,11071,10306,"107.42286046962934","Milagres","BA"
"Brasil","Bahia","Monte Santo","Monte Santo - BA",2921500,2087,24,"Antropic","4. Non vegetated area","4.2. Urban Area",606.929511273193,931.465477398686,53.471772272976814,1,500,52360,"0.9549274255156608","Monte Santo","BA"
"Brasil","Bahia","Mucugê","Mucugê - BA",2921906,2091,24,"Antropic","4. Non vegetated area","4.2. Urban Area",265.597192468262,361.466482757568,36.09574687080401,2,1,10548,"0.009480470231323474","Mucugê","BA"
"Brasil","Bahia","Mundo Novo","Mundo Novo - BA",2922102,2094,24,"Antropic","4. Non vegetated area","4.2. Urban Area",92.5294739990234,186.806110046387,101.88822217703158,1,30,17035,"0.1761080129145876","Mundo Novo","MS"
"Brasil","Bahia","Mutuípe","Mutuípe - BA",2922409,2098,24,"Antropic","4. Non vegetated area","4.2. Urban Area",82.6448968322756,106.332411621094,28.661799695740708,1,46,21466,"0.21429236932824","Mutuípe","BA"
"Brasil","Bahia","Nordestina","Nordestina - BA",2922656,2101,24,"Antropic","4. Non vegetated area","4.2. Urban Area",112.798837286377,246.768294140625,118.7684732193847,1,9000,12398,"72.59235360542023","Nordestina","BA"
"Brasil","Bahia","Nova Canaã","Nova Canaã - BA",2922706,2102,24,"Antropic","4. Non vegetated area","4.2. Urban Area",83.4716561828614,99.8182395080567,19.583394019863274,1,8560,16727,"51.17474741436002","Nova Canaã","BA"
"Brasil","Bahia","Novo Horizonte","Novo Horizonte - BA",2923035,2109,24,"Antropic","4. Non vegetated area","4.2. Urban Area",162.513612219238,223.050612353516,37.25041816965516,1,0,36612,"0.0","Novo Horizonte","SP"
"Brasil","Bahia","Paulo Afonso","Paulo Afonso - BA",2924009,2121,24,"Antropic","4. Non vegetated area","4.2. Urban Area",2158.05816492923,2650.8592221008,22.8353927238903,1,16222,108419,"14.962322102214557","Paulo Afonso","BA"
"Brasil","Bahia","Pedro Alexandre","Pedro Alexandre - BA",2924207,2124,24,"Antropic","4. Non vegetated area","4.2. Urban Area",74.1348782958985,153.727361181641,107.36172327424718,1,6075,16995,"35.745807590467784","Pedro Alexandre","BA"
"Brasil","Bahia","Planalto","Planalto - BA",2925006,2134,24,"Antropic","4. Non vegetated area","4.2. Urban Area",465.827900347904,591.840985241697,27.05142495751758,1,10524,10524,"100.0","Planalto","RS"
"Brasil","Bahia","Quijingue","Quijingue - BA",2925907,2145,24,"Antropic","4. Non vegetated area","4.2. Urban Area",208.073262768554,360.702546777346,73.35362649576271,1,27032,27243,"99.22548911647029","Quijingue","BA"
"Brasil","Bahia","Santa Brígida","Santa Brígida - BA",2927606,2165,24,"Antropic","4. Non vegetated area","4.2. Urban Area",100.831826507568,173.72216618042,72.28902043878098,1,350,15059,"2.3241915133807027","Santa Brígida","BA"
"Brasil","Bahia","Santa Inês","Santa Inês - BA",2927903,2168,24,"Antropic","4. Non vegetated area","4.2. Urban Area",267.897599212648,299.240392736817,11.699542517844721,1,846,78182,"1.0820905067662634","Santa Inês","MA"
"Brasil","Bahia","Santaluz","Santaluz - BA",2928000,2169,24,"Antropic","4. Non vegetated area","4.2. Urban Area",472.30475923462,680.305090026864,44.03943147414247,2,9172,33816,"27.12325526378046","Santaluz","BA"
"Brasil","Bahia","Santa Luzia","Santa Luzia - BA",2928059,2170,24,"Antropic","4. Non vegetated area","4.2. Urban Area",68.3134637817381,84.0975486206054,23.105379181617174,1,1362,13332,"10.216021602160216","Santa Luzia","BA"
"Brasil","Bahia","Santana","Santana - BA",2928208,2172,24,"Antropic","4. Non vegetated area","4.2. Urban Area",498.293672406001,615.710645928947,23.563809862565677,1,882,101203,"0.8715156665316245","Santana","AP"
"Brasil","Bahia","Santo Amaro","Santo Amaro - BA",2928604,2176,24,"Antropic","4. Non vegetated area","4.2. Urban Area",417.860817059328,525.599172576905,25.783311360892746,1,0,57811,"0.0","Santo Amaro","BA"
"Brasil","Bahia","São Domingos","São Domingos - BA",2928950,2180,24,"Antropic","4. Non vegetated area","4.2. Urban Area",130.699917224121,184.521447564698,41.17946780967364,2,345,9496,"3.6331086773378263","São Domingos","SC"
"Brasil","Bahia","São Gabriel","São Gabriel - BA",2929255,2185,24,"Antropic","4. Non vegetated area","4.2. Urban Area",361.038458508301,605.449645855712,67.69671806079668,1,11900,60508,"19.666820916242482","São Gabriel","RS"
"Brasil","Bahia","Saubara","Saubara - BA",2929750,2193,24,"Antropic","4. Non vegetated area","4.2. Urban Area",322.791815753174,396.945754943848,22.97268256868587,1,2708,11201,"24.176412820283904","Saubara","BA"
"Brasil","Bahia","Serrinha","Serrinha - BA",2930501,2202,24,"Antropic","4. Non vegetated area","4.2. Urban Area",608.812293841547,1230.14035551755,102.05576792076303,1,1360,6581,"20.66555234766753","Serrinha","RN"
"Brasil","Bahia","Sobradinho","Sobradinho - BA",2930774,2207,24,"Antropic","4. Non vegetated area","4.2. Urban Area",649.141846801768,783.045052288832,20.627726612725183,2,14859,14285,"104.0182009100455","Sobradinho","RS"
"Brasil","Bahia","Tanhaçu","Tanhaçu - BA",2931004,2210,24,"Antropic","4. Non vegetated area","4.2. Urban Area",333.349276684569,517.209940026856,55.15556090924555,1,11900,20022,"59.434621915892514","Tanhaçu","BA"
"Brasil","Bahia","Ubaíra","Ubaíra - BA",2932101,2223,24,"Antropic","4. Non vegetated area","4.2. Urban Area",90.0339494750977,142.70986630249,58.5067267786157,2,10000,19759,"50.60984867655246","Ubaíra","BA"
"Brasil","Bahia","Uruçuca","Uruçuca - BA",2932705,2230,24,"Antropic","4. Non vegetated area","4.2. Urban Area",152.765468182373,181.606440716553,18.879248613796243,2,13360,19840,"67.33870967741935","Uruçuca","BA"
"Brasil","Bahia","Valença","Valença - BA",2932903,2232,24,"Antropic","4. Non vegetated area","4.2. Urban Area",645.451455987548,834.508719616703,29.29070217060635,1,10,88729,"0.011270272402483968","Valença","BA"
"Brasil","Bahia","Vera Cruz","Vera Cruz - BA",2933208,2238,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1701.50953683472,2079.66933748166,22.224959217708665,2,53390,23986,"222.5881764362545","Vera Cruz","RS"
"Brasil","Bahia","Wanderley","Wanderley - BA",2933455,2242,24,"Antropic","4. Non vegetated area","4.2. Urban Area",218.190749731446,235.857439746094,8.096901466442803,2,7431,12485,"59.51942330796957","Wanderley","BA"
"Brasil","Minas Gerais","Açucena","Açucena - MG",3100500,2249,24,"Antropic","4. Non vegetated area","4.2. Urban Area",89.586248699951,101.768304870605,13.598131797498356,1,10299,10298,"100.00971062342204","Açucena","MG"
"Brasil","Minas Gerais","Água Boa","Água Boa - MG",3100609,2250,24,"Antropic","4. Non vegetated area","4.2. Urban Area",112.414185119629,133.195311901856,18.48621395966366,1,10,15193,"0.0658197854274995","Água Boa","MG"
"Brasil","Minas Gerais","Água Boa","Água Boa - MG",3100609,2250,24,"Antropic","4. Non vegetated area","4.2. Urban Area",112.414185119629,133.195311901856,18.48621395966366,1,4,20844,"0.019190174630589137","Água Boa","MT"
"Brasil","Minas Gerais","Águas Formosas","Águas Formosas - MG",3100906,2253,24,"Antropic","4. Non vegetated area","4.2. Urban Area",253.582745227051,281.644275634765,11.066025167677903,1,10864,18482,"58.781517151823394","Águas Formosas","MG"
"Brasil","Minas Gerais","Além Paraíba","Além Paraíba - MG",3101508,2259,24,"Antropic","4. Non vegetated area","4.2. Urban Area",373.622757318113,432.811252172848,15.841779895741276,1,4369,34341,"12.722401793774205","Além Paraíba","MG"
"Brasil","Minas Gerais","Alfenas","Alfenas - MG",3101607,2260,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1664.78093515625,1938.41520540774,16.436653284103567,3,474,73722,"0.6429559697240986","Alfenas","MG"
"Brasil","Minas Gerais","Antônio Carlos","Antônio Carlos - MG",3102902,2276,24,"Antropic","4. Non vegetated area","4.2. Urban Area",185.387047619629,234.434148638915,26.456595349594874,1,11112,11112,"100.0","Antônio Carlos","MG"
"Brasil","Minas Gerais","Antônio Carlos","Antônio Carlos - MG",3102902,2276,24,"Antropic","4. Non vegetated area","4.2. Urban Area",185.387047619629,234.434148638915,26.456595349594874,1,18,7455,"0.2414486921529175","Antônio Carlos","SC"
"Brasil","Minas Gerais","Araguari","Araguari - MG",3103504,2282,24,"Antropic","4. Non vegetated area","4.2. Urban Area",3147.10928801237,3545.25647560384,12.65120309320205,1,0,109779,"0.0","Araguari","MG"
"Brasil","Minas Gerais","Arinos","Arinos - MG",3104502,2294,24,"Antropic","4. Non vegetated area","4.2. Urban Area",386.454775756832,411.583230413813,6.50230149382149,2,650,17674,"3.6777186828109083","Arinos","MG"
"Brasil","Minas Gerais","Ataléia","Ataléia - MG",3104700,2296,24,"Antropic","4. Non vegetated area","4.2. Urban Area",129.070065612794,173.902477886962,34.734941879291966,1,13736,14451,"95.05224551934123","Ataléia","MG"
"Brasil","Minas Gerais","Bandeira","Bandeira - MG",3105202,2301,24,"Antropic","4. Non vegetated area","4.2. Urban Area",28.2301946533203,39.504661315918,39.937615737522556,1,200,4988,"4.0096230954290295","Bandeira","MG"
"Brasil","Minas Gerais","Barbacena","Barbacena - MG",3105608,2305,24,"Antropic","4. Non vegetated area","4.2. Urban Area",2213.17747296758,2479.37397836913,12.027797528799871,4,11587,126325,"9.17237284781318","Barbacena","MG"
"Brasil","Minas Gerais","Belo Horizonte","Belo Horizonte - MG",3106200,2310,24,"Antropic","4. Non vegetated area","4.2. Urban Area",26399.7409171816,26818.7378768501,1.5871252713537312,1,2375444,2375444,"100.0","Belo Horizonte","MG"
"Brasil","Minas Gerais","Belo Oriente","Belo Oriente - MG",3106309,2311,24,"Antropic","4. Non vegetated area","4.2. Urban Area",665.91206270752,713.161996380614,7.095521513904004,1,23397,23397,"100.0","Belo Oriente","MG"
"Brasil","Minas Gerais","Berilo","Berilo - MG",3106507,2313,24,"Antropic","4. Non vegetated area","4.2. Urban Area",160.322014129638,205.630457159423,28.260899337971225,1,80,12307,"0.6500365645567563","Berilo","MG"
"Brasil","Minas Gerais","Betim","Betim - MG",3106705,2316,24,"Antropic","4. Non vegetated area","4.2. Urban Area",8091.22178365507,8995.6735313845,11.178185098775772,1,0,377547,"0.0","Betim","MG"
"Brasil","Minas Gerais","Boa Esperança","Boa Esperança - MG",3107109,2320,24,"Antropic","4. Non vegetated area","4.2. Urban Area",723.893515649409,901.690929571539,24.561266274450176,1,21,14199,"0.1478977392774139","Boa Esperança","ES"
"Brasil","Minas Gerais","Bueno Brandão","Bueno Brandão - MG",3109105,2342,24,"Antropic","4. Non vegetated area","4.2. Urban Area",101.913520697021,117.22841696167,15.027344909591248,1,9,10892,"0.0826294528094014","Bueno Brandão","MG"
"Brasil","Minas Gerais","Bugre","Bugre - MG",3109253,2344,24,"Antropic","4. Non vegetated area","4.2. Urban Area",52.7783791015625,60.3792492736817,14.401484663810333,1,45,3990,"1.1278195488721803","Bugre","MG"
"Brasil","Minas Gerais","Buritis","Buritis - MG",3109303,2345,24,"Antropic","4. Non vegetated area","4.2. Urban Area",674.535048937988,773.342286474615,14.648199184340772,1,0,22729,"0.0","Buritis","MG"
"Brasil","Minas Gerais","Buritis","Buritis - MG",3109303,2345,24,"Antropic","4. Non vegetated area","4.2. Urban Area",674.535048937988,773.342286474615,14.648199184340772,1,0,32385,"0.0","Buritis","RO"
"Brasil","Minas Gerais","Cambuí","Cambuí - MG",3110608,2359,24,"Antropic","4. Non vegetated area","4.2. Urban Area",548.685407177736,633.786764105228,15.510045613428366,1,0,26491,"0.0","Cambuí","MG"
"Brasil","Minas Gerais","Campanário","Campanário - MG",3110806,2361,24,"Antropic","4. Non vegetated area","4.2. Urban Area",52.285838671875,61.8075507568359,18.210881429511648,2,1205,3559,"33.857825231806686","Campanário","MG"
"Brasil","Minas Gerais","Campo Florido","Campo Florido - MG",3111408,2368,24,"Antropic","4. Non vegetated area","4.2. Urban Area",230.688708776856,276.442068701174,19.833376400131904,1,0,6870,"0.0","Campo Florido","MG"
"Brasil","Minas Gerais","Campos Gerais","Campos Gerais - MG",3111606,2370,24,"Antropic","4. Non vegetated area","4.2. Urban Area",428.916408874515,491.182646929936,14.517103278657217,1,3000,27623,"10.86051478840097","Campos Gerais","MG"
"Brasil","Minas Gerais","Capelinha","Capelinha - MG",3112307,2378,24,"Antropic","4. Non vegetated area","4.2. Urban Area",724.76060383911,857.963671057131,18.37890560171657,1,39626,34796,"113.88090585124726","Capelinha","MG"
"Brasil","Minas Gerais","Capitólio","Capitólio - MG",3112802,2384,24,"Antropic","4. Non vegetated area","4.2. Urban Area",409.955801379395,554.179208648683,35.18023327978618,1,15617,8185,"190.80024434941967","Capitólio","MG"
"Brasil","Minas Gerais","Caraí","Caraí - MG",3113008,2386,24,"Antropic","4. Non vegetated area","4.2. Urban Area",214.360856463624,269.336716650391,25.64640816132218,1,2184,22343,"9.7748735621895","Caraí","MG"
"Brasil","Minas Gerais","Carlos Chagas","Carlos Chagas - MG",3113701,2393,24,"Antropic","4. Non vegetated area","4.2. Urban Area",308.134176800538,342.665981646726,11.20674285622694,2,5060,20087,"25.19042166575397","Carlos Chagas","MG"
"Brasil","Minas Gerais","Cássia","Cássia - MG",3115102,2408,24,"Antropic","4. Non vegetated area","4.2. Urban Area",337.664421228028,434.915131060788,28.80099403990379,1,10413,17428,"59.7486802845995","Cássia","MG"
"Brasil","Minas Gerais","Catuji","Catuji - MG",3115458,2413,24,"Antropic","4. Non vegetated area","4.2. Urban Area",96.3828450683593,122.098477099609,26.680714823276848,1,2165,6705,"32.28933631618195","Catuji","MG"
"Brasil","Minas Gerais","Caxambu","Caxambu - MG",3115508,2415,24,"Antropic","4. Non vegetated area","4.2. Urban Area",437.286984979245,486.12272521362,11.167892462359223,4,229,21719,"1.0543763525024172","Caxambu","MG"
"Brasil","Minas Gerais","Coluna","Coluna - MG",3116803,2429,24,"Antropic","4. Non vegetated area","4.2. Urban Area",54.4993708862304,74.4792786621095,36.66080442944551,1,550,9024,"6.094858156028369","Coluna","MG"
"Brasil","Minas Gerais","Congonhal","Congonhal - MG",3117900,2442,24,"Antropic","4. Non vegetated area","4.2. Urban Area",163.754417706298,243.970984942627,48.98589507380593,1,211,10480,"2.013358778625954","Congonhal","MG"
"Brasil","Minas Gerais","Conquista","Conquista - MG",3118205,2445,24,"Antropic","4. Non vegetated area","4.2. Urban Area",188.537583941651,230.284941015625,22.14272411960793,1,3,6527,"0.04596292324191818","Conquista","MG"
"Brasil","Minas Gerais","Conselheiro Pena","Conselheiro Pena - MG",3118403,2447,24,"Antropic","4. Non vegetated area","4.2. Urban Area",400.704820056146,454.412527911378,13.403309660139994,3,18996,22232,"85.4444044620367","Conselheiro Pena","MG"
"Brasil","Minas Gerais","Contagem","Contagem - MG",3118601,2449,24,"Antropic","4. Non vegetated area","4.2. Urban Area",9720.01066280083,10235.9259819903,5.3077649509574485,8,1510,603048,"0.2503946617847999","Contagem","MG"
"Brasil","Minas Gerais","Coroaci","Coroaci - MG",3119203,2455,24,"Antropic","4. Non vegetated area","4.2. Urban Area",70.4094456359865,83.8967816711434,19.15557765485868,1,140,10274,"1.362663032898579","Coroaci","MG"
"Brasil","Minas Gerais","Coronel Fabriciano","Coronel Fabriciano - MG",3119401,2457,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1594.23787715455,1689.01335952149,5.944877093003114,1,5308,103797,"5.1138279526383235","Coronel Fabriciano","MG"
"Brasil","Minas Gerais","Crisólita","Crisólita - MG",3120151,2466,24,"Antropic","4. Non vegetated area","4.2. Urban Area",87.3583221862794,103.001351208496,17.906741602545935,1,5265,6040,"87.16887417218543","Crisólita","MG"
"Brasil","Minas Gerais","Delfim Moreira","Delfim Moreira - MG",3121100,2478,24,"Antropic","4. Non vegetated area","4.2. Urban Area",67.688550250244,80.351031964111,18.706977276147747,1,300,7971,"3.763643206624012","Delfim Moreira","MG"
"Brasil","Minas Gerais","Diamantina","Diamantina - MG",3121605,2484,24,"Antropic","4. Non vegetated area","4.2. Urban Area",932.025386816391,1145.80209085085,22.936789819070984,1,47702,45884,"103.96216546072705","Diamantina","MG"
"Brasil","Minas Gerais","Dionísio","Dionísio - MG",3121803,2486,24,"Antropic","4. Non vegetated area","4.2. Urban Area",109.661255560303,135.517354284668,23.578153097241028,1,6,8739,"0.06865774116031582","Dionísio","MG"
"Brasil","Minas Gerais","Divinópolis","Divinópolis - MG",3122306,2491,24,"Antropic","4. Non vegetated area","4.2. Urban Area",6090.74404790062,6527.69490812408,7.17401448471751,1,0,213076,"0.0","Divinópolis","MG"
"Brasil","Minas Gerais","Dom Silvério","Dom Silvério - MG",3122702,2498,24,"Antropic","4. Non vegetated area","4.2. Urban Area",69.4279550598143,83.380608300781,20.096592545389065,2,500,5193,"9.628345850182939","Dom Silvério","MG"
"Brasil","Minas Gerais","Eugenópolis","Eugenópolis - MG",3124906,2522,24,"Antropic","4. Non vegetated area","4.2. Urban Area",137.618177581786,173.214251788329,25.865822983586867,1,1300,10541,"12.332795749928849","Eugenópolis","MG"
"Brasil","Minas Gerais","Fervedouro","Fervedouro - MG",3125952,2533,24,"Antropic","4. Non vegetated area","4.2. Urban Area",108.210470947266,133.422312194824,23.29889245177062,1,1500,10351,"14.491353492416192","Fervedouro","MG"
"Brasil","Minas Gerais","Formiga","Formiga - MG",3126109,2535,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1664.17084311524,1891.22949125977,13.643950624653911,1,13,65064,"0.019980327062584534","Formiga","MG"
"Brasil","Minas Gerais","Franciscópolis","Franciscópolis - MG",3126752,2542,24,"Antropic","4. Non vegetated area","4.2. Urban Area",36.5310732543945,43.8541558105468,20.0461741300507,1,5034,5803,"86.7482336722385","Franciscópolis","MG"
"Brasil","Minas Gerais","Frutal","Frutal - MG",3127107,2549,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1593.09866647949,1936.55529507449,21.559030574922758,2,60908,53474,"113.90208325541384","Frutal","MG"
